features,negative,neutral,positive,label
bf,3.6131215e-16,1.0860533e-37,1.0,positive
bf,8.035522e-11,1.0,1.0579159e-08,positive
bf,4.830092e-07,0.9999827,1.6783386e-05,positive
bf,1.06787154e-35,0.0,1.0,positive
bf,1.8508623e-12,1.0,8.1878764e-13,positive
bf,2.896047e-23,8.907716e-27,1.0,positive
bf,4.738931e-10,4.7685464e-09,1.0,positive
bf,0.0,0.0,1.0,positive
bf,7.050706e-17,5.5754775e-19,1.0,positive
bf,1.8830933e-22,1.4964334e-21,1.0,positive
bf,1.0,2.9358654e-25,7.0511117e-09,positive
bf,3.406725e-12,0.999977,2.2959846e-05,positive
bf,0.016891047,0.00046782536,0.98264116,positive
bf,1.6662152e-16,6.5949735e-28,1.0,positive
bf,2.0847159e-11,1.4422617e-12,1.0,positive
bf,1.7163309e-08,0.9999783,2.1670909e-05,positive
bf,4.3514796e-38,0.0,1.0,positive
bf,1.7333226e-17,1.0,8.3392624e-24,positive
bf,0.6200592,0.3796897,0.00025107607,positive
bf,1.0968339e-12,5.3625708e-11,1.0,positive
bf,0.0001837159,0.99981636,4.705273e-09,positive
bf,7.183111e-16,1.0,1.6761011e-18,positive
bf,5.992331e-17,4.541619e-21,1.0,positive
bf,1.4053985e-22,2.3941714e-34,1.0,positive
bf,2.3365134e-22,3.8129612e-29,1.0,positive
bf,1.622813e-08,4.346486e-08,0.9999999,positive
bf,1.01426774e-13,8.492039e-16,1.0,positive
bf,0.0,0.0,1.0,positive
bf,0.0071079116,0.99255365,0.00033837714,positive
bf,4.732247e-05,0.9999527,4.1906783e-17,positive
bf,7.32099e-15,1.2818522e-23,1.0,positive
bf,1.146295e-09,4.901534e-11,1.0,positive
bf,5.2991307e-08,0.0077615357,0.99223846,positive
bf,1.9648214e-27,5.155937e-36,1.0,positive
bf,3.2517493e-12,5.420758e-14,1.0,positive
bf,1.1242534e-22,1.869236e-31,1.0,positive
bf,8.58759e-15,1.0,1.1534608e-19,positive
bf,1.301054e-10,1.0,2.31612e-15,positive
bf,4.6924016e-22,7.756338e-25,1.0,positive
bf,0.0,0.0,1.0,positive
bf,1.3069135e-14,1.0,2.6482506e-16,positive
bf,1.2899639e-05,0.4797993,0.5201878,positive
bf,0.9999746,4.257741e-09,2.5379924e-05,positive
bf,3.2680497e-36,0.0,1.0,positive
bf,7.119502e-12,0.9998808,0.00011925057,positive
bf,1.801109e-05,0.084789485,0.91519254,positive
bf,0.99628407,0.0037160132,3.7346604e-13,positive
bf,1.5241524e-07,2.0622214e-18,0.9999999,positive
bf,5.570504e-26,0.0,1.0,positive
bf,0.08884661,0.7672146,0.14393876,positive
bf,1.2849031e-29,0.0,1.0,positive
bf,2.9850202e-11,4.2356166e-07,0.9999995,positive
bf,5.889923e-15,1.0,9.461893e-15,positive
bf,1.9938268e-15,2.563078e-28,1.0,positive
bf,6.079887e-09,0.99999607,3.9051074e-06,positive
bf,1.9448512e-12,1.5659774e-13,1.0,positive
bf,8.2204713e-13,2.7819586e-15,1.0,positive
bf,0.999841,1.7460124e-18,0.00015897388,positive
bf,3.670893e-06,0.021352304,0.9786441,positive
bf,1.8859128e-13,1.08884346e-10,1.0,positive
bf,5.7278527e-18,1.384183e-25,1.0,positive
bf,1.3285622e-12,1.1209077e-09,1.0,positive
bf,2.5081253e-17,1.0,4.1821303e-22,positive
bf,0.10515565,1.1362353e-09,0.8948443,positive
bf,5.5361334e-22,7.4150975e-28,1.0,positive
bf,2.0639966e-29,0.0,1.0,positive
bf,1.6534639e-15,1.0,1.6531284e-24,positive
bf,2.8163404e-23,8.741845e-30,1.0,positive
bf,3.2003507e-32,0.0,1.0,positive
bf,2.4498144e-13,1.0,1.0845855e-11,positive
bf,1.5850677e-09,0.9999975,2.4980354e-06,positive
bf,0.7338803,0.26611975,9.784488e-12,positive
bf,1.4932496e-11,2.3273954e-06,0.9999976,positive
bf,1.8822237e-15,1.0,4.4586967e-10,positive
bf,2.6122582e-10,0.99999976,1.8528713e-07,positive
bf,7.0983765e-07,2.0586148e-12,0.9999993,positive
bf,0.72951204,1.4733696e-13,0.27048793,positive
bf,1.765556e-16,1.0,1.08380895e-13,positive
bf,7.8600684e-13,1.0,5.0863325e-10,positive
bf,2.9978353e-12,1.8820445e-11,1.0,positive
bf,3.9666706e-20,4.564283e-29,1.0,positive
bf,1.4591234e-12,1.506868e-13,1.0,positive
bf,2.5091568e-26,2.2660943e-38,1.0,positive
bf,0.98567283,2.1663725e-06,0.01432512,positive
bf,0.5696494,0.4302901,6.0521463e-05,positive
bf,4.968608e-08,0.996415,0.0035849786,positive
bf,4.676563e-13,1.0,1.0384158e-16,positive
bf,0.99999964,4.8471294e-10,3.4680193e-07,positive
bf,2.1335895e-12,0.9999994,5.680153e-07,positive
bf,0.0032616935,0.99673563,2.5628267e-06,positive
bf,8.178623e-16,3.3491809e-18,1.0,positive
bf,7.386322e-15,1.0,1.9171678e-10,positive
bf,4.5712586e-19,1.0,2.2076147e-29,positive
bf,1.5048071e-15,1.0,3.8773893e-18,positive
bf,5.4500337e-12,1.353509e-06,0.9999987,positive
bf,1.1381343e-06,0.9999988,7.2149657e-14,positive
bf,2.0388368e-06,0.9993967,0.00060134276,positive
bf,8.5247365e-10,5.104152e-05,0.999949,positive
bf,1.2296585e-17,2.7528098e-24,1.0,positive
bf,2.6154016e-16,6.5939e-18,1.0,positive
bf,1.029541e-24,0.0,1.0,positive
bf,1.0,4.0063257e-15,4.6933955e-18,positive
bf,4.650997e-17,1.0,1.24568e-21,positive
bf,1.867165e-13,2.2567435e-15,1.0,positive
bf,0.0010459899,0.99895394,4.0256795e-10,positive
bf,1.131168e-08,1.0,1.7939379e-12,positive
bf,0.86331904,0.119496584,0.017184293,positive
bf,4.155864e-19,1.0,0.0,positive
bf,5.9676598e-21,3.3772417e-24,1.0,positive
bf,6.4300006e-20,1.0,2.2708543e-15,positive
bf,0.9895559,2.66902e-30,0.010444051,positive
bf,1.8076034e-17,1.7839426e-32,1.0,positive
bf,0.0003782887,0.99961936,2.2201625e-06,positive
bf,3.6552345e-14,2.783895e-12,1.0,positive
bf,2.1061052e-07,0.99998426,1.5470969e-05,positive
bf,4.6539114e-08,3.36995e-21,1.0,positive
bf,4.498986e-05,0.99995506,1.5536528e-17,positive
bf,1.6059914e-05,0.00249346,0.9974905,positive
bf,5.286912e-36,0.0,1.0,positive
bf,0.173826,3.934212e-09,0.82617396,positive
bf,6.252606e-11,1.0,7.912293e-13,positive
bf,4.301615e-14,1.0,5.863695e-22,positive
bf,2.496137e-17,5.164027e-21,1.0,positive
bf,9.7295465e-34,0.0,1.0,positive
bf,3.928148e-07,0.004007508,0.9959921,positive
bf,1.0,5.9176557e-12,9.035123e-13,positive
bf,1.1300114e-13,1.0,5.7073988e-24,positive
bf,3.4228016e-11,1.0,2.1322336e-18,positive
bf,0.0005754777,4.4145733e-07,0.9994241,positive
bf,2.8337158e-07,2.0993531e-17,0.99999976,positive
bf,0.9999107,8.9327106e-05,3.2938828e-14,positive
bf,0.6449697,0.35503033,3.236976e-19,positive
bf,6.099752e-27,1.0,1.1767918e-38,positive
bf,3.117811e-05,0.99810696,0.0018618926,positive
bf,2.2210487e-11,1.3613445e-09,1.0,positive
bf,4.7668498e-05,0.00021859109,0.99973375,positive
bf,4.366813e-11,1.0,3.7603177e-14,positive
bf,4.7254466e-07,4.9905896e-13,0.9999995,positive
bf,4.391359e-08,1.0,1.2129124e-21,positive
bf,1.5654254e-05,0.9999838,6.05734e-07,positive
bf,4.6485447e-06,0.99999535,2.9515306e-08,positive
bf,0.99876595,0.00045444624,0.0007796291,positive
bf,1.4308711e-10,0.9975737,0.0024263093,positive
bf,1.2412947e-17,1.0,4.7648608e-29,positive
bf,2.4928984e-06,0.0005659166,0.99943155,positive
bf,8.316228e-17,1.0,1.2096081e-22,positive
bf,3.06531e-13,1.0,7.191096e-14,positive
bf,1.1360311e-11,1.8481413e-32,1.0,positive
bf,7.882671e-15,1.0,1.715815e-19,positive
bf,2.9397233e-23,6.6700955e-27,1.0,positive
bf,1.8518989e-10,1.0,2.945756e-20,positive
bf,7.3150676e-16,1.0,1.3710965e-19,positive
bf,2.3167395e-06,0.99999774,6.6047957e-15,positive
bf,4.7472412e-08,0.9999658,3.419993e-05,positive
bf,4.7200373e-07,0.9999995,3.064576e-18,positive
bf,1.0,1.638201e-23,1.8591954e-15,positive
bf,1.3474877e-35,0.0,1.0,positive
bf,2.141345e-27,9.399694e-37,1.0,positive
bf,2.2800743e-36,0.0,1.0,positive
bf,2.256742e-09,1.0,2.627301e-16,positive
bf,7.932961e-14,1.0,5.285889e-19,positive
bf,2.530638e-21,2.827648e-35,1.0,positive
bf,1.4729865e-13,8.0626346e-11,1.0,positive
bf,1.0384799e-11,1.0,1.416826e-15,positive
bf,7.446715e-08,0.021913202,0.97808677,positive
bf,1.0,1.8202421e-13,4.695554e-14,positive
bf,1.12581745e-07,0.9999999,8.733824e-12,positive
bf,4.6086295e-09,3.943912e-08,1.0,positive
bf,3.662354e-17,1.0,4.701116e-19,positive
bf,1.0556527e-07,0.9999999,2.3827492e-16,positive
bf,2.38459e-28,0.0,1.0,positive
bf,3.662899e-17,1.0,4.666653e-25,positive
bf,1.0,3.8419207e-33,7.0174265e-19,positive
bf,8.664189e-12,1.0,1.8291231e-10,positive
bf,0.5528394,0.44716066,5.0409652e-11,positive
bf,1.6282683e-25,3.589316e-30,1.0,positive
bf,6.9967855e-28,1.3982228e-36,1.0,positive
bf,1.398975e-10,1.0,1.5850529e-21,positive
bf,6.400711e-11,1.6160342e-18,1.0,positive
bf,1.0,6.1655234e-31,4.434196e-21,positive
bf,1.4181666e-12,4.484932e-14,1.0,positive
bf,0.9999999,6.380974e-08,3.4523207e-10,positive
bf,7.8290464e-07,0.99999917,1.6889819e-25,positive
bf,5.192963e-09,0.00022441594,0.9997756,positive
bf,1.040731e-10,1.0,2.1712248e-15,positive
bf,9.317611e-31,0.0,1.0,positive
bf,1.49372e-08,1.0,3.5007055e-14,positive
bf,6.334566e-07,0.9999994,2.2145359e-16,positive
bf,5.108705e-07,0.00094181433,0.9990577,positive
bf,2.8236021e-15,1.0,4.651708e-24,positive
bf,0.92241985,0.07757694,3.179625e-06,positive
bf,5.0387283e-14,1.0,3.121783e-16,positive
bf,9.3634635e-06,0.9967219,0.0032686954,positive
bf,9.526683e-08,0.9999999,5.9578754e-22,positive
bf,1.3967278e-13,1.0,4.5417864e-16,positive
bf,4.0857812e-22,1.0,0.0,positive
bf,4.659044e-12,4.7787132e-14,1.0,positive
bf,3.197521e-16,3.0535328e-14,1.0,positive
bf,0.95288825,0.047105998,5.6350973e-06,positive
bf,4.1777028e-05,0.9999583,2.9199396e-17,positive
bf,1.8641051e-20,2.3017994e-29,1.0,positive
bf,0.7936419,0.20635803,3.0572356e-09,positive
bf,7.365741e-26,2.2230101e-38,1.0,positive
bf,1.2644307e-07,0.0021140869,0.99788576,positive
bf,4.089487e-17,1.0,2.9739932e-21,positive
bf,1.4835787e-33,0.0,1.0,positive
bf,6.397159e-15,1.0,1.9552474e-23,positive
bf,4.9656686e-20,1.0,1.7154045e-32,positive
bf,5.177482e-09,1.0,3.5227477e-11,positive
bf,1.0,2.2963612e-22,3.4521092e-18,positive
bf,1.06581105e-07,0.9999999,1.4086736e-09,positive
bf,0.99998534,1.4639885e-05,2.1462502e-11,positive
bf,1.8848703e-20,1.0,3.7610135e-29,positive
bf,4.113038e-37,0.0,1.0,positive
bf,2.581812e-07,0.9517428,0.04825696,positive
bf,0.013736655,0.00012882082,0.9861346,positive
bf,1.0965662e-12,1.7956843e-19,1.0,positive
bf,8.184716e-07,2.1624177e-17,0.99999917,positive
bf,1.1941174e-13,1.25720085e-11,1.0,positive
bf,0.19540238,0.8045849,1.2654486e-05,positive
bf,1.3854246e-09,0.9999995,4.4166558e-07,positive
bf,2.9722366e-10,0.999972,2.7975224e-05,positive
bf,3.6779123e-15,1.0,1.9121542e-32,positive
bf,0.17128608,0.82871395,1.4747162e-18,positive
bf,3.1220567e-05,0.98433304,0.015635738,positive
bf,1.0,1.5836563e-14,5.0776546e-11,positive
bf,5.6009293e-07,0.98890823,0.011091143,positive
bf,8.7852603e-10,7.8800735e-14,1.0,positive
bf,1.8300521e-09,8.452289e-08,0.9999999,positive
bf,3.4914542e-34,0.0,1.0,positive
bf,4.2056563e-18,4.8450356e-20,1.0,positive
bf,2.010591e-12,1.0,2.278829e-15,positive
bf,2.5503607e-20,9.022827e-28,1.0,positive
bf,2.077254e-11,1.0,4.157049e-21,positive
bf,0.99948275,0.0005169928,2.1998201e-07,positive
bf,4.719692e-07,0.9995383,0.00046121838,positive
bf,2.8367908e-09,5.8098147e-05,0.99994195,positive
bf,1.2294682e-10,1.0,9.555581e-16,positive
bf,3.255525e-18,1.0,4.833675e-23,positive
bf,2.1277134e-13,1.0,1.1806744e-12,positive
bf,1.4201039e-13,1.0,8.060487e-17,positive
bf,0.42175955,0.57823724,3.255332e-06,positive
bf,2.5891922e-09,1.973934e-05,0.9999802,positive
bf,0.0009825844,0.99901736,3.5946798e-10,positive
bf,5.773643e-08,1.0,4.032461e-11,positive
bf,1.0095569e-12,1.0,2.950042e-19,positive
bf,3.13115e-13,1.0,3.478859e-22,positive
bf,0.9999963,3.5757487e-06,1.6814838e-07,positive
bf,0.99972194,0.0002780572,1.8656724e-11,positive
bf,0.00027414295,0.9997259,4.6434237e-12,positive
bf,1.0110865e-13,1.0,4.1894828e-11,positive
bf,0.00031824168,0.16741769,0.832264,positive
bf,0.012242274,0.9874456,0.00031212586,positive
bf,1.0,1.01493303e-25,2.7407276e-17,positive
bf,8.775035e-12,9.25152e-09,1.0,positive
bf,0.99837494,0.0016249825,1.8517153e-11,positive
bf,9.591528e-21,3.989699e-24,1.0,positive
bf,3.1250176e-20,4.6500404e-24,1.0,positive
bf,0.0009219261,0.00060982653,0.9984682,positive
bf,1.5849955e-10,1.0,2.2099463e-16,positive
bf,4.430654e-17,1.0,2.8509352e-27,positive
bf,2.6222973e-14,1.0,3.3270427e-22,positive
bf,0.00079514727,0.80418277,0.19502212,positive
bf,5.568025e-08,0.9873733,0.012626734,positive
bf,7.1887725e-11,0.9999994,6.351867e-07,positive
bf,3.3364945e-17,6.828671e-17,1.0,positive
bf,4.3797027e-10,1.9356667e-06,0.9999981,positive
bf,0.0025116464,0.19691248,0.80057585,positive
bf,1.5602604e-19,4.707561e-18,1.0,positive
bf,1.1657987e-33,0.0,1.0,positive
bf,2.820463e-09,5.390248e-06,0.99999464,positive
bf,2.7563545e-09,2.5288268e-06,0.9999975,positive
bf,1.6164921e-16,1.0,2.7697212e-20,positive
bf,2.7546324e-35,0.0,1.0,positive
bf,5.942893e-15,2.1944008e-20,1.0,positive
bf,8.973403e-12,7.284828e-23,1.0,positive
bf,0.0,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,0.00041198437,8.7419104e-23,0.9995881,positive
bf,0.99999976,2.7002445e-09,2.828308e-07,positive
bf,7.0689185e-15,4.3750317e-23,1.0,positive
bf,2.3653055e-10,1.0,1.0535638e-13,positive
bf,1.6579855e-31,0.0,1.0,positive
bf,7.138698e-15,1.1674804e-19,1.0,positive
bf,3.6046668e-17,1.0,4.814718e-24,positive
bf,1.2141261e-12,1.0,1.6845421e-19,positive
bf,4.5724855e-09,1.0,1.3185535e-22,positive
bf,3.651994e-10,1.1697275e-07,0.9999999,positive
bf,0.0,0.0,1.0,positive
bf,9.515382e-13,4.4816603e-35,1.0,positive
bf,1.2206426e-18,1.0,3.373995e-25,positive
bf,1.5042619e-30,0.0,1.0,positive
bf,2.9777675e-25,0.0,1.0,positive
bf,0.9999794,2.0611978e-05,3.6642405e-14,positive
bf,4.825576e-16,1.7294215e-05,0.9999827,positive
bf,1.0759514e-20,8.277472e-36,1.0,positive
bf,2.115929e-20,2.6467202e-35,1.0,positive
bf,2.2754235e-23,1.636346e-38,1.0,positive
bf,1.4755877e-07,0.9727491,0.027250765,positive
bf,3.9548174e-09,1.0,2.4945623e-09,positive
bf,0.0008032394,0.9991887,7.954228e-06,positive
bf,0.0,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,7.3319137e-31,0.0,1.0,positive
bf,5.2102994e-08,1.6209999e-05,0.9999838,positive
bf,1.4829359e-15,2.3760047e-13,1.0,positive
bf,6.5641656e-24,3.466157e-36,1.0,positive
bf,0.94153214,0.057190794,0.001277056,positive
bf,2.7344594e-08,9.302843e-06,0.9999907,positive
bf,0.0,0.0,1.0,positive
bf,6.7327064e-14,1.0,1.1131145e-16,positive
bf,5.535148e-12,1.0,6.905293e-13,positive
bf,1.474886e-08,3.2195032e-06,0.9999968,positive
bf,4.8565935e-06,3.7337894e-15,0.9999951,positive
bf,1.4171586e-10,0.9815671,0.018432891,positive
bf,4.6335277e-13,1.1248739e-17,1.0,positive
bf,1.905225e-05,0.2228637,0.77711725,positive
bf,9.385781e-08,0.9283723,0.07162752,positive
bf,5.1983044e-19,1.0,3.2476793e-22,positive
bf,8.89048e-25,8.349896e-31,1.0,positive
bf,1.7079861e-18,1.0,4.4061722e-21,positive
bf,4.872182e-30,0.0,1.0,positive
bf,4.834956e-27,9.4962516e-36,1.0,positive
bf,5.077567e-30,0.0,1.0,positive
bf,3.8555065e-08,1.0,2.555046e-19,positive
bf,1.2543591e-35,0.0,1.0,positive
bf,6.1214306e-12,1.0,8.605696e-14,positive
bf,6.999437e-18,2.4909916e-24,1.0,positive
bf,7.215965e-14,1.0,1.0442945e-17,positive
bf,2.060311e-06,0.4493644,0.55063355,positive
bf,8.545633e-09,0.99918884,0.0008111383,positive
bf,0.0,0.0,1.0,positive
bf,0.998995,6.9202196e-12,0.001005019,positive
bf,0.0,0.0,1.0,positive
bf,5.682573e-37,0.0,1.0,positive
bf,7.1622815e-18,1.3772892e-24,1.0,positive
bf,0.0,0.0,1.0,positive
bf,4.70249e-22,6.172878e-27,1.0,positive
bf,2.428681e-11,1.0,8.013951e-16,positive
bf,0.00031900097,0.0018650529,0.99781597,positive
bf,0.0,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,5.2969305e-34,0.0,1.0,positive
bf,3.649048e-18,4.89875e-18,1.0,positive
bf,0.0049387524,0.27403864,0.72102255,positive
bf,0.0014531008,0.9985469,6.104552e-09,positive
bf,0.0,0.0,1.0,positive
bf,1.1677216e-18,0.0,1.0,positive
bf,9.090199e-11,0.6430378,0.35696226,positive
bf,0.0,0.0,1.0,positive
bf,1.0,5.4818588e-27,9.2699815e-12,positive
bf,0.0,0.0,1.0,positive
bf,1.7387033e-06,7.372321e-37,0.9999982,positive
bf,0.0,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,5.8760763e-15,1.1046601e-21,1.0,positive
bf,1.5024101e-29,0.0,1.0,positive
bf,1.5763341e-13,1.0,5.1486206e-23,positive
bf,0.0,0.0,1.0,positive
bf,1.1470279e-27,0.0,1.0,positive
bf,5.015483e-15,5.386517e-30,1.0,positive
bf,1.0,6.7349804e-10,1.8804308e-10,positive
bf,4.555426e-23,2.0804863e-29,1.0,positive
bf,1.2467597e-09,0.9996282,0.0003717822,positive
bf,2.860222e-08,2.9046618e-33,1.0,positive
bf,1.3340673e-12,1.0,1.9571528e-13,positive
bf,1.1347302e-25,0.0,1.0,positive
bf,2.6433783e-29,0.0,1.0,positive
bf,2.0198294e-25,5.677706e-34,1.0,positive
bf,1.3501396e-32,0.0,1.0,positive
bf,1.4883373e-22,7.634362e-34,1.0,positive
bf,3.0499175e-05,0.9999695,3.8582086e-14,positive
bf,3.870604e-19,9.0387165e-26,1.0,positive
bf,6.587891e-33,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,4.306614e-08,0.99993384,6.613207e-05,positive
bf,9.247994e-31,0.0,1.0,positive
bf,6.4697494e-16,1.0613088e-20,1.0,positive
bf,2.0902992e-25,6.456191e-38,1.0,positive
bf,4.0159034e-38,0.0,1.0,positive
bf,0.0,0.0,1.0,positive
bf,1.2784979e-22,2.601901e-36,1.0,positive
bf,8.1919836e-08,0.0017310985,0.99826884,positive
bf,6.0173485e-16,1.0,2.4968043e-09,positive
bf,4.899899e-22,9.310669e-34,1.0,positive
bf,1.0517356e-15,9.276515e-22,1.0,positive
bf,1.6661938e-08,0.00067105365,0.999329,positive
